3 5
4 4
7 3
12 1
15 3
16 3
17 5
17 6
18 3
23 5
24 3
24 5
27 3
27 6
28 6
32 3
33 3
33 6
40 5
42 3
44 3
46 3
48 6
49 6
49 6
50 2
57 5
60 1
61 3
65 1
67 1
68 2
71 3
71 3
72 3
80 3
87 1
87 3
92 4
92 5
94 3
96 2
97 5
101 2
102 3
102 3
102 6
106 6
109 2
109 4
111 2
111 2
111 6
112 4
114 6
115 4
115 6
119 3
119 5
121 1
127 1
130 3
131 5
133 5
137 3
137 3
142 1
145 4
155 1
157 4
159 6
160 1
161 2
161 5
167 6
169 4
170 1
170 1
177 4
181 6
183 1
185 6
191 1
193 3
197 4
198 4
199 3
201 1
202 3
211 5
212 2
216 4
216 4
219 2
221 4
224 1
224 2
224 3
224 4
227 2
227 5
229 3
230 4
231 6
234 4
234 4
237 2
237 4
238 2
241 1
243 5
244 2
256 3
257 2
259 1
261 1
264 2
267 6
277 3
282 4
286 4
287 6
289 3
290 3
290 5
292 2
300 1
303 3
308 2
310 4
312 3
315 6
315 6
319 1
319 6
320 1
321 4
324 1
327 1
331 1
332 3
332 4
332 6
334 2
334 6
341 1
343 3
349 4
350 5
354 1
356 5
361 4
367 1
369 3
370 1
370 6
373 4
376 4
379 5
379 6
382 5
382 6
390 2
391 4
395 3
395 5
401 6
404 5
405 1
409 3
409 3
410 4
414 5
415 2
417 3
417 6
418 3
420 3
423 2
425 5
427 1
430 6
436 2
437 3
440 6
442 3
443 1
443 6
449 5
452 1
454 5
455 6
457 2
471 4
472 3
472 3
475 4
478 5
480 6
481 2
487 6
493 1
496 6
500 5
502 6
508 2
509 5
512 3
512 3
515 5
524 2
527 2
530 1
531 3
531 4
533 5
534 5
538 2
541 3
545 6
546 1
555 2
555 2
556 3
556 5
558 4
559 4
560 6
567 2
568 2
571 6
572 5
574 1
574 3
575 2
576 4
576 6
576 6
577 3
578 3
581 3
582 5
587 1
591 4
596 4
607 2
612 6
613 1
613 3
614 4
617 2
619 2
623 3
624 4
630 3
631 3
641 6
642 2
642 6
645 4
646 2
647 4
649 6
650 3
653 5
653 6
654 2
656 1
656 3
659 5
661 1
663 3
663 5
664 4
667 1
669 3
672 6
675 3
676 1
677 4
679 2
684 5
685 6
686 2
687 2
688 6
692 5
694 2
695 1
695 6
697 1
697 4
701 3
701 3
706 6
708 6
709 6
714 6
716 4
717 2
