2 3
2 3
6 3
9 3
11 4
13 2
18 1
22 3
25 1
25 2
28 4
28 4
33 4
34 3
35 2
38 2
42 3
44 2
45 2
46 1
47 2
50 4
53 1
53 1
54 2
54 4
57 2
62 2
63 3
64 4
66 2
66 4
66 4
67 2
67 3
68 1
69 3
77 1
78 2
81 2
83 4
84 4
86 3
91 4
92 1
96 2
100 2
103 1
104 1
105 3
106 4
108 4
109 3
110 4
118 4
119 4
120 4
123 2
124 3
124 4
125 1
127 3
129 1
129 2
130 4
133 2
135 2
135 2
136 1
140 4
140 4
145 1
146 3
148 2
151 2
152 4
153 3
155 3
156 3
159 2
159 2
161 2
165 1
165 3
167 2
169 2
170 4
172 2
172 3
174 3
174 3
175 4
178 1
180 1
182 4
186 1
187 2
188 4
190 1
191 4
193 1
196 4
197 3
197 3
202 1
203 3
205 4
207 2
207 4
208 4
209 1
209 3
209 3
210 2
215 4
218 1
218 2
218 4
220 4
220 4
221 2
222 4
223 3
225 2
226 1
227 3
230 1
231 3
231 4
232 4
233 1
236 2
237 2
241 2
241 3
246 3
250 3
250 3
253 3
253 4
255 3
258 2
259 4
260 1
261 3
263 4
268 2
269 4
270 3
272 4
277 1
278 3
279 4
286 4
287 4
290 4
292 4
295 4
296 3
299 3
300 3
301 1
305 2
308 3
308 4
310 1
311 1
313 1
313 3
319 1
319 3
322 4
326 3
328 1
330 1
331 4
332 4
334 4
337 1
337 2
339 1
339 4
340 3
344 1
347 2
347 3
348 1
350 3
354 2
356 1
357 2
364 3
364 3
365 3
365 4
367 1
368 2
373 4
374 3
374 4
376 4
377 1
377 3
379 3
382 1
383 2
385 3
390 4
393 2
393 3
393 3
395 4
396 4
399 1
401 2
402 2
404 3
405 1
407 2
409 1
410 4
414 3
415 3
418 3
420 3
422 3
424 2
424 3
424 4
425 2
430 1
430 2
431 1
434 1
437 1
437 1
437 2
443 2
444 1
449 4
452 1
452 4
454 1
455 2
457 1
457 3
459 3
462 3
462 4
468 1
469 4
472 1
475 2
475 4
475 4
476 2
478 2
484 1
485 2
487 2
487 4
489 1
492 3
495 2
499 4
500 1
500 2
500 3
506 1
509 2
509 4
511 3
512 4
515 4
517 1
518 3
525 2
526 1
528 3
534 1
535 4
537 1
538 3
539 2
539 3
539 4
539 4
550 1
554 2
555 1
556 3
556 3
560 2
563 2
564 2
566 1
569 1
572 3
574 4
575 3
579 4
579 4
584 1
584 3
585 4
586 3
588 1
588 1
588 4
589 3
590 4
591 3
591 4
593 4
596 1
597 3
600 2
601 4
602 1
602 4
602 4
605 1
608 1
608 4
609 1
611 2
611 4
613 1
613 2
617 1
619 1
623 1
623 2
624 1
626 1
626 3
629 3
634 2
635 2
635 2
637 4
640 1
643 4
644 4
646 2
646 3
650 3
650 4
652 4
653 2
659 4
665 2
679 2
679 3
681 4
682 4
683 1
684 1
685 2
688 1
692 3
693 1
694 2
694 3
696 2
697 2
697 4
699 2
704 2
705 3
707 1
707 1
711 3
712 2
715 1
718 1
718 2
720 4
724 2
724 4
726 2
729 4
735 1
735 1
735 4
740 2
741 4
744 3
746 1
747 1
747 2
748 1
753 1
756 2
756 4
757 1
759 3
766 1
766 4
774 3
775 4
776 3
779 3
779 3
783 1
784 1
784 4
785 4
788 2
788 2
788 3
789 3
789 4
790 4
794 4
799 2
799 4
799 4
802 3
802 4
806 2
808 1
808 3
810 1
810 2
810 3
813 4
814 1
817 2
819 3
823 1
823 2
825 3
825 4
826 2
827 3
828 2
833 1
833 1
833 3
835 2
836 2
836 3
840 2
841 1
844 2
846 1
846 2
846 3
851 4
853 4
860 2
862 2
866 1
866 3
869 3
869 4
872 1
873 1
876 2
878 2
881 3
882 2
886 1
888 4
890 3
892 2
893 1
895 2
896 3
897 2
898 1
898 2
898 2
899 2
899 3
901 2
901 4
902 2
903 1
906 4
907 1
916 3
918 4
924 3
927 3
933 3
935 1
938 3
939 4
942 2
943 4
944 1
945 3
949 1
951 4
951 4
955 2
956 2
959 1
